id,description,bilgisayar,cep telefonu,ev elektroniği,bilgisayar bileşenleri,fotoğraf / elektronik,küçük ev aletleri,televizyon,monitör,çevre birimleri,network ürünleri,tüketici elektroniği,yazılım,bilgi teknolojileri,yazıcılar,elektronik,oyun - hobi,aksesuar ürünleri,ütü,tüketim malzemeleri,toner,kulaklık,mürekkep kartuşları,veri depolama,mouse,bellek (ram),ekran kartı,aksesuar & sarf malz.,sarf malzemeleri,kablolar,akıllı telefonlar,bilgisayar tablet yazıcı,toner kartuş şerit,samsung,apple,sony,corsair,philips,tablet,s-link,everest,hp,resim,oyunlar,fotoğraf makinesi,asus,hoparlörler,hafıza kartları,sarf malzemeler,aksesuarlar,bilgisayar aksesuarları,yazıcı & sarf malzemeleri,bilgisayar oyunları,çantalar ve kılıflar,airties,kartuş,canon,aral,Others
2842,samsung özelliklerigenel özellikleriişlemci quad core ghzişletim androidresimli varjava vareller handsfree varhesap varajanda varşebeke mmbelge görüntülemek vargps navigasyon varses vartitreşim varbağlantı özellikleribluetooth varedge vare varpc senkronizasyon varhsdpa wi varg varekran özellikleridokunmatik super amoledekran çözünmek pixelsekran çözünmek mkamera özellikleriön varkamera çözünmek mpkamera zoom varsesli varvideo varentegre flş varhafıza özellikleritelefon hafız gb rom gb ramarttırılabilir yokeğlencemp çalmak vargüç özellikleripil ionpil mahsatış sonrasıgaranti yılkargo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4376,samsung galaxy alpha şıklığıelegan stil samsung galaxy alpha samsung yüzey dizayn samsung galaxy alpha sofistike hissetmek kamerasamsung galaxy alpha hdr mod selfie nizi performanssamsung galaxy alpha çekirdek şarj kaçırmak ultra mod batarya sunmak koruyunsamsung galaxy alpha ku mod gizlemek ndtekn oz ic mp ndtekn oz ic ram gb ndtekn oz ic dokunmatik ndtekn oz ic bluetooth ndtekn oz ic bluetooth ndtekn oz ic mm mm ndtekn oz ic ndtekn oz ic dokunmatik ndtekn oz ic dhil gb dhil ndtekn oz ic os kitkat ndtekn oz ic ndtekn oz ic fm ndtekn oz ic ndtekn oz ic sms ndtekn oz ic mms ndtekn oz ic ndtekn oz ic mp ndtekn oz ic ndtekn oz ic pil mah ndtekn oz ic gprs ndtekn oz ic kargo kargo kargo ndtekn oz ic,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4936,tefal gv pro express buhar ütü tefal gv pro express turbo buhar buhar kireç lt kapanmak dikey ütülemek markatefalmodelgv pro expresstaban tipiautocleanbuhar kazanıvargüçwkablosuz kullanımyokotomatik kapanmavargaranti,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5226,webos lg smart ayar komplike kurulum arayüz komplikasyon smart çıkartmak çıkartmak tasar webos smart share paylaşımısmart share sçeneği lg smart bağlamak favori universal search universal search vod materyal youtubedaki taramak sizdecanlı sarmak duraklamak programlamak kaydetmek cinema screen tasarımıd cinema screen lg deneyimievinizin konfor sinematik cinema pil titreşim gözlük deneyimlemek lg cinema gözlüklerpilsiz cinema gözlük cinema gözlük pil ergonomik cinema gözlük titreşim dlg cinema gözlük titreşim titreşim lg cinema gözlük binmek ips panellg maksimum panel çekirdek panel lg gerçekci ips panel kuman uyumluhareket sensör kuman kuman işaretlemek tıklamak smart kuman tuş kaymak smart kuman miracastmiracast fonksiyon lg smart kablo aktarmak mhl mobile hd link mhl kablo bağlamak hd kuman mhl kablo şarj dual uyumludual ke lg cinema dual fonksiyon bölmek dual gözlük virtual surround plusgerçek kesi virtual surround plus surround efekt efekt hiss efekt smart sound modumaksimum ayar smart sound mod ayarlamak eq seçilmek trip xd lg cinema smart maksimum detay kontrast resolution upscaler lg divx hdlg divx hd lg deneyimlemek sihirbaz iiilg sihirbaz iii gelişmek ayar iinet ii artmak tasarrufuekran kapmak aydınlatmak fonksiyon standbay mode mod ayar inç çözünmek direct led motion clarity index micro pixel control local dimming lg cinema lg smart webos lg cinema screen dhil hd trip xd resolution upscaler tru black control tara tru color generator dynamic clear whit gelişmek mod mod vivid eco isf isf sihirbaz lll düzelmek mod just scan original full wide cinema zoom zoom cinema hevc codec codec mono stereo dual mts sapmak dolby digital decoder dts decoder hoparlör hoparlör subwoofer surround virtual surround plus sound zooming ii mod mod smart sound mod ayarlamak mod optik senkronizayonu kablo senkranizasyonu vard sg fpr lg cinema fpr format algılamak çevirme çevirme çevirme mod mod manuel extreme derinlik düzelmek mod dual dual gözlük bağlanti lg smart webos menü lg store premium full taramak skype dhil lg remote network fil browser dlna lg cloud smart mobile link mhl miracast widi wi dhil dhil wifi direct simplink varek dvr analog dvr dhil hard disk shift dhil hard disk usb versiyon divx sd hd plus hd divx hd jpeg jps mpo codec ac dolby digital eac ddp aac aac mpeg layer iii mp pcm dts sensör etiketlemek programlamak ayar eklemek etiketlemek favori ayar manuel kapmak zamanlamak mod kapmak arayüz ci yuva hdmi usb rf composite cvbs komponent pb pr full skart optical pc usb rs svc aksesuar kuman dhil dhil lg cinema gözlük voltaj erp class mod iec mod stand kwh luminance civa mercury content mg ağirlik gxyxd mm gxyxd mm gxyxd kg kg kg kg kg kg panel kuman ndtekn oz ic ndtekn oz ic smartsound ndtekn oz ic full hd ndtekn oz ic çikiş ndtekn oz ic full hd ndtekn oz ic ebatı ndtekn oz ic led ndtekn oz ic tara ndtekn oz ic çözünmek çözünmek pik ndtekn oz ic çikiş terminal hdmi ndtekn oz ic usb ndtekn oz ic extra ndtekn oz ic tasarim cinema screen ndtekn oz ic teletext ndtekn oz ic ndtekn oz ic kargo kargo kargo ndtekn oz ic lg electronics inc lg distribütör araştırmak distribütör distribütör değişmek lg danışmak,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6127,çekirdek çekirdek exynos octacore çekirdek bellek gb ram gb disk gb çözünmek amoled bluetooth hdmi wi mm mp mah mp distribütor artmak gps samsung stok distribütör değişmek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6152,detaylamak samsung bellek mb gb ram bluetooth bt mm çözünmek pik super amoled gprs gps glonass mhz ghz ghz kitkat çözünmek pik mp klvye dokunmatik pil mah saklamak mb gb usb wi kablo ac gps gps glonass dokunmatik galaxy alpha tarzi yansitin galaxy alpha birleşim alpha seçilmek odak alpha mod fonksiyon indirmek taramak galaxy alpha keşfetmek yeti tasarim galaxy alpha detay titizlikle form yansımak super amoled galaxy alpha detarzınızı yansımak kameranin çikarin alpha galaxy alpha gelişmişözelliklere dilemek çerçevelemek samsung mod kullanin samsung pi bitmek gelişmek galaxy alpha samsung galaxy ste mod pil azalmak tarayiciylagelişmiş galaxy alpha alpha taramak ermek parola hafız parola oturum mod saklamak görüntülemek hizi ölçmek health form kali galaxy alpha ölçmek egzersiz üstlenmek health egzersiz motive giymek aksesuar tarzi tamamlayin galaxy alpha alpha taramak ermek parola hafız parola oturum mod saklamak görüntülemek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6786,distribütör gb mp plus space gray,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7331,mm anakart itx microatx atx atx xl atx full tower materyal yuva yuva yuva soğutmak opsiyonel genişlemek panel xusb usb mikrofon fa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7409,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7412,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7917,samsung şıklığıelegan stil samsung galaxy alpha samsung yüzey dizayn samsung galaxy alpha sofistike hissetmek sistemisamsung galaxy alpha hdr mod selfie nizi çekirdek şarj kaçırmak ultra mod batarya sunmak koruyunkoruma mod gizlemek galaxy alpha tarzi yansitin galaxy alpha birleşim alpha seçilmek odak alpha mod fonksiyon indirmek taramak galaxy alpha keşfetmek yeti tasarim galaxy alpha detay titizlikle form yansımak super amoled galaxy alpha detarzınızı yansımak kameranin çikarin alpha galaxy alpha gelişmişözelliklere dilemek çerçevelemek samsung mod kullanin samsung pi bitmek gelişmek galaxy alpha samsung galaxy ste mod pil azalmak tarayiciyla galaxy alpha alpha taramak ermek parola hafız parola oturum mod saklamak görüntülemek hizi ölçmek health form kali galaxy alpha ölçmek egzersiz üstlenmek health egzersiz motive giymek aksesuar tarzi tamamlayin galaxy alpha alpha taramak ermek parola hafız parola oturum mod saklamak görüntülemek,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8745,kod samsung smart dahıli scart smart led gözlük dhil dlna tara hdmi dual core komponent pb pr dlna smart pc kuman kuman tuner usb format full hd samsung ue inç smart led açıklamasıgelişmiş optimizasyonsamsungun kararmak dramatik kontrast samsung mikro kararmak tanım clear motion rate indirirteşekkürler samsung clear motion rate cmr cmr görüntülemek aksiyon panel görüntülemek touchpad kontrolütvnizi samsung smart control sezgi smart hub panel çevirmek kaymak dokunmatik gezinmek imleç tuş indirmek akmak,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8921,asus mecx gb bitmek performansasus mecx intel çekirdek gezinmek batarya bitmek asus mecx inç tabletasus mecx oturacak tasar bitmek bitmek bitmek içinmükemmel asus mecx içerediği optik birleşmek bitmek baslik desteklemek avi rm rmvb mp mkv wmv vob pmp mpeg mpg flv gp desteklemek jpg bmp png gif çevirme hoparlör desteklemek mp wma mp ogg aac flac ape wav mikrofon versiyon mikrofon intel wi ghz intel quad core çözünmek pik wxga dokunmatik lcd ips ips hdmı bluetooth kablo kablo zorunluluk high speed gps positioning system konu gps hassasiyet kablo mm şebeke frekans usb micro usb wi dual band depolamak rom gb ram gb micro sd gb mp zoom megapiksel fps fps stabilizasyon grafik grafik intel hd graphics mm asus güc pil,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8967,sandisk cruzer switch gb usb bellek sdcz bitmek sandisk cruzer switch gb usb bellekcruzer switch gb usb bellek depolamak aktarmak usb konektör sandisk cruzer switch gb flash bellek sandisksecureaccess yuuwaa yedeklemek gb kapasite yararlanmak bitmek usb kapasite seçmek depolamak hd gigabayt kaplamak çizelge kapasite depolayabilecekleri bitmek bitmek bitmek sandisk cruzer switch gb flash bellek depolamak kapasitesandisk sdcz cruzer gb usb bellek fazladan depolamak hd çözünmek depolayıp tutunccruzer switch usb flash sürmek usb flash sürmek gerekmek takmak cruzer switch usb flash sürmek kaybetmek sandisk korursandisksecureaccess sunu vault klsör parola bitmek aes şifrelemek sürmek saklamak uyumluluksandisk sdcz cruzer gb flash bellek usb dizüstü uygu performanssandisk usb flash sürmek tutacak gelişmek cruzer switch usb flash sürmek depolayabilirsiniz sürmek cruzer switch usb flash sürmek bitmek sandisk sdcz cruzer gb usb bellek özelliklerikapasite gb depolamak xp vista mac os linux yedeklemek xp vista mac os usb aktar usb üremek materyal silikon mm inç depolamak bitmek baslik bellek usb bellek gb sandisk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9542,surround ndtekn oz ic grafik hizlandirici ndtekn oz ic smart ndtekn oz ic diseqc ndtekn oz ic menü ndtekn oz ic vfd display panel ndtekn oz ic format ndtekn oz ic mp çalmak jpg görüntülemek ndtekn oz ic kisa ndtekn oz ic taşima ndtekn oz ic korumali flash ndtekn oz ic mpeg ndtekn oz ic diseqc ndtekn oz ic osd display ndtekn oz ic epg ndtekn oz ic yazilim yüklemek usb ndtekn oz ic pstn mode ndtekn oz ic ndtekn oz ic yazi teletex ndtekn oz ic smartv ndtekn oz ic ndtekn oz ic mpeg dvb ndtekn oz ic pip ndtekn oz ic favori oluşmak ndtekn oz ic fonksiyon ndtekn oz ic kaydirma shifting ndtekn oz ic pdif optik çikisi ndtekn oz ic ndtekn oz ic güncellemek ndtekn oz ic ethernet port ndtekn oz ic hd yayin ndtekn oz ic yazilim güncellemek usb ndtekn oz ic usb ndtekn oz ic ndtekn oz ic ebeveyn ndtekn oz ic ndtekn oz ic dhil bellek ndtekn oz ic saklamak fonksiyon ndtekn oz ic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9639,manuel fırça bakteri plak masaj fırça ındicator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10356,smartcontrol lite ayarlamak smartcontrol lite simge gui monitör kalibrasyon multimedya monitör parametre ayar ayrıntılamak smartcontrast smartcontrast görüntülemek görüntülemek kontrast ayarlamak aydınlatmak philips mod seçilmek uygulamak görüntülemek kontrast ayar aydınlatmak ayar uygulamak cıva içermek led aydınlatmak philips monitör cıva led led yanmak led cıva içermek led lcd aydınlatmak kontrast ndtekn oz ic çözünmek çözünmek ndtekn oz ic kontrast ndtekn oz ic parlaklik ndtekn oz ic ms ndtekn oz ic ndtekn oz ic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10420,power supply xigmatek cpa bcd plus bronze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10452,seagate backup plus yedekleyinseagate backup plus disk saklamak tüketmek yedeklemek disk cüzdan evrak çanta seagate dashboard tıklamak yedeklemek ayarlamak koru işlev kopya kaydetmek yedeklemek paha biçmek depolamak etiket yayınlamak seagate dashboardun yedeklemek yanlışlıkla kopya yüklemek oluşmak yüklem yüklemek seçi yayınlamak eklemek profil yönetmek mac ntfs sürmek disk pc mac değişmek kapasite tb ndtekn oz ic usb ndtekn oz ic ndtekn oz ic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10741,turbo buhar buhar kireç lt kapanmak dikey ütülemek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10770,kapasite gb ndtekn oz ic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
