id,description,bilgisayar,cep telefonu,ev elektroniği,bilgisayar bileşenleri,fotoğraf / elektronik,küçük ev aletleri,televizyon,monitör,çevre birimleri,network ürünleri,tüketici elektroniği,yazılım,bilgi teknolojileri,yazıcılar,elektronik,oyun - hobi,aksesuar ürünleri,ütü,tüketim malzemeleri,toner,kulaklık,mürekkep kartuşları,veri depolama,mouse,bellek (ram),ekran kartı,aksesuar & sarf malz.,sarf malzemeleri,kablolar,akıllı telefonlar,bilgisayar tablet yazıcı,toner kartuş şerit,samsung,apple,sony,corsair,philips,tablet,s-link,everest,hp,resim,oyunlar,fotoğraf makinesi,asus,hoparlörler,hafıza kartları,sarf malzemeler,aksesuarlar,bilgisayar aksesuarları,yazıcı & sarf malzemeleri,bilgisayar oyunları,çantalar ve kılıflar,airties,kartuş,canon,aral,Others
2842,Samsung ürümek özelliklerigenel özellikleriişlemci Quad Core ghzişletim androidresimli varjava vareller handsfree varhesap varajanda varşebeke boyut mmbelge görüntülemek vargps navigasyon varses vartitreşim varbağlantı özellikleribluetooth varedge vare varpc senkronizasyon varhsdpa Wi varg varekran özellikleridokunmatik Super amoledekran çözünürlük pixelsekran çözünürlük mkamera özellikleriön varkamera çözünürlük mpkamera Zoom varsesli varvideo oynamak varentegre flâş varhafıza özellikleritelefon hafıza gb rom gb ramarttırılabilir hafız yokeğlencemp çalmak vargüç özellikleripil ionpil mahsatış sonrasıgaranti yılkargo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4376,Samsung Galaxy Alpha telefon şıklığıelegan stil Samsung Galaxy Alpha Samsung yüzey dizayn akıl Samsung Galaxy Alpha sofistike yaşamak hissetmek kamerasamsung Galaxy Alphan performans kamera hâliyle yakalamak Hdr mod Gerçek renk almak kamera Selfie nizi performanssamsung Galaxy Alpha çekirdek işlem İnternet almak sunmak şarj aramak kaçırmak ultra mod kapatmak batarya kullanmak ihtiyaç tutarak Verim Sunar güven koruyunsamsung Galaxy Alpha Ku mod gizlemek basit parmak ok bilgi Teknik garanti ndtekn Oz ic Mp ndtekn Oz ic ram gb ndtekn Oz ic dokunmatik ndtekn Oz ic Bluetooth ndtekn Oz ic Bluetooth ndtekn Oz ic boyut Mm Mm ndtekn Oz ic ndtekn Oz ic dokunmatik ndtekn Oz ic dâhil hafız gb dâhil hafız ndtekn Oz ic Os Kitkat ndtekn Oz ic ndtekn Oz ic fm ndtekn Oz ic x ndtekn Oz ic Sms ndtekn Oz ic Mms ndtekn Oz ic oynamak ndtekn Oz ic Mp ndtekn Oz ic ndtekn Oz ic pil Mah ndtekn Oz ic Gprs ndtekn Oz ic kargo kargo kargo ndtekn Oz ic,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4936,Tefal gv Pro Express buhar kazan ütü Tefal gv Pro Express turbo buhar dk buhar kireç Lt kapanmak dikey ütmek markatefalmodelgv Pro expresstaban tipiautocleanbuhar kazanıvargüçwkablosuz kullanımyokotomatik kapanmavargaranti,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5226,webos tv kolay Lg Smart kolay eğlence ayar aşama komplike Kurulu aşama eğlence yenilik arayüz Sunar teknoloji karmaşık komplikasyon Smart tv çıkarmak çıkarmak oynamak istemek Verim şekil tasar webos şekil yapmak Smart Share paylaşımısmart Share sçeneği Lg Smart tv cihaz bağlamak favori içerik pay Universal Search Universal Search dünya zengin motor aramak kelime yazmak vod içerik materyal youtubedaki video taramak sizdecanlı durdurmak yayın sarmak duraklamak oynamak etmek programlamak dışarı dizi programlamak kaydetmek Cinema Screen tasarımıd film çıkarma perde sinema geniş iç Cinema Screen tasarım Lg tv sinema deneyim ev getiri deneyimievinizin konfor yaşamak sinematik eğlence Cinema D pil titreşim gözlük görüntü deneyimlemek Lg Cinema mükemmel standart gözlüklerpilsiz Cinema gözlük deneyim çıkar Cinema gözlük hafif pil ergonomik Cinema gözlük sinema kullanmak titreşim dlg Cinema gözlük titreşim kaldırmak göz rahat titreşim Lg Cinema gözlük üst binmek teknoloji olmak izlem deneyim çıkar ips panellg tv maksimum kalite art panel içmek kahve kalite çekirdek televizyon kalite panel belirlemek Lg tv gerçekci olmak ips panel Kuman uyumluhareket sensör kumanda televizyon kumanda kullanmak işaretlemek tıklamak Smart tv Kuman fare hareket tuş kaymak Smart tv Terim hız aramak Kuman satmak miracastmiracast fonksiyon Lg Smart telefon hız kablo kurmak ekran görüntü tv aktarmak mhl Mobile Hd link telefon mhl kablo tv bağlamak Hd ev taşımak Kuman ant telefon mhl kablo şarj Dual uyumludual arkadaş Ke üst taşınmak Lg Cinema tv Dual fonksiyon oyun bölmek ekran oynamak çıkar Dual gözlük satmak Virtual surround plusgerçek kesi deneyim Virtual surround Plus surround bir efekt Sunar efekt dinlemek yukarı hissî tüm yön efekt bir deney yaşamak Smart Sound modumaksimum deneyim çıkar ayar Smart Sound mod ayarlamak tv izlemek içerik eq seçmek Trip xd engin gelişmek deneyim o Lg Cinema Smart maksimum Parlak detay kontrast oran olağanüstü net resolution upscaler Sunar Lg yenilik sayesinde en kalite çıkar Divx hdlg Divx Hd en sevmek içerik Lg tv deneyimlemek sihirbaz iiilg tv sihirbaz iii görsel gelişmek ayar kalite etmek iinet ii Yüksek ses arttırmak tasarrufuekran kapama müzik ekran kapatmak aydınlatmak fonksiyon Parlak eder standbay Mode tv elektrik mod ayar inç çözünürlük Direct Led M Motion clarity index Micro Pixel Control Local dimming Lg Cinema Lg Smart webos Lg Cinema Screen dâhil Hd alıcı Trip xd engin resolution upscaler tru Black Control Tara tru Color generator Dynamic Clear Whit gelişmek mod mod vivid Eco isf isf sihirbaz lll düzeltmek mod Just Scan Original Full Wi Cinema Zoom Zoom Cinema hevc codec H codec Mono stereo Dual Mts sapmak Dolby Digital decoder dts decoder hoparlör hoparlör subwoofer surround Virtual surround Plus Sound zooming ii mod mod oymak Smart Sound mod ayarlamak mod ayak optik senkronizayonu kablo senkranizasyonu vard Sg fpr Lg Cinema fpr format algılamak çevirme çevirme D D çevirme mod mod manuel sinema spor Extreme derinlik görüş kontrol düzeltmek resim mod Dual Dual gözlük satmak bağlanti Lg Smart webos başlamak menü Lg Store Premium Full taramak Skype D içerik dâhil kamera olmak satmak parmak Lg Remote Network fil Browser Dlna Lg Cloud Smart Mobile link mhl miracast widi Wi dâhil dâhil Wifi Direct simplink varek dvr analog dvr dâhil hariç Hard disk Çalışır Shift dâhil hariç Hard disk Çalışır Usb versiyon Divx Sd Hd Plus Hd Divx Hd resim Jpeg jps mpo codec Ac Dolby Digital eac ddp aac aac Mpeg Layer iii Mp pcm dts sensör enerji tasarruf etiketlemek otomatik aramak programlamak ayar eklem etiketlemek favori ayar otomatik manuel kapama zamanlamak uyku mod otomatik kapama otomatik uyku arayüz Ci yuva hdmi adet Usb adet Rf Composite cvbs komponent Pb Pr Full skart dijital optical Pc girmek Usb lan kulak Rs svc aksesuar Kuman dâhil dâhil Lg Cinema D gözlük adet voltaj enerji erp Class mod iec mod stand w kwh Parlak luminance civa Mercury content Mg boyut ağirlik boyut ayak gxyxd Mm boyut ayak gxyxd Mm boyut gxyxd ayak Kg Kg ayak Kg Kg ağır Kg Kg panel Kuman var ndtekn Oz ic genişlik ndtekn Oz ic kalite smartsound ndtekn Oz ic Full Hd var ndtekn Oz ic çikiş w ndtekn Oz ic Full Hd ndtekn Oz ic ebatı ndtekn Oz ic ekranmak tür Led ndtekn Oz ic Tara ndtekn Oz ic çözünürlük çözünürlük x pik ndtekn Oz ic çikiş terminal hdmi ndtekn Oz ic Usb adet ndtekn Oz ic Extra D var ndtekn Oz ic tasarim Cinema Screen ndtekn Oz ic teletext var ndtekn Oz ic ndtekn Oz ic kargo kargo kargo ndtekn Oz ic Lg Electronics inc servis garanti Lg distribütör ithal ve ürün ve Aras bu araştırmak müşteri sorumlu özellik distribütör ve İnternet kaynak bilgi doğru taraf etmek içerik distribütör vermek değişmek Lg danışmak,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6127,işlem çekirdek çekirdek Exynos octacore işlem işlem çekirdek bellek gb ram gb disk gb çözünürlük Amoled Bluetooth hdmi Wi boyut Mm arka Mp Mah Mp tablet distribütor garanti arttırmak hafız Gps kamera Samsung stok özellik distribütör İnternet kaynak bilgi doğru taraf etmek bilgi vermek değişmek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6152,detaylamak Samsung bellek Mb gb ram Bluetooth bt boyut Mm çözünürlük pik Super Amoled Gprs Gps Glonass işlem Mhz Ghz Ghz Kitkat çözünürlük pik Mp klâvye dokunmatik pil Mah saklamak Mb gb Usb Wi kablo G Ac Gps Gps Glonass dokunmatik evet garanti Galaxy Alpha Tarzi yansitin Galaxy Alpha teknoloji birleşim yenilik seçenek tarz zaman aramak seçim çerçeve Alpha görünüm ince etkilemek çekme seçmek odak özellik Alpha tasarruf mod fonksiyon kapatmak tüketim azmak inmek taramak bilgi Galaxy Alpha keşfetmek mükemmel yeti tasarim Galaxy Alpha detay titizlikle düşünmek in form seçenek tarz yansımak istemek etmek Gerçek çerçeve Super Amoled ekran çekmek Galaxy Alpha detarzınızı yansımak kameranin çikarin Alphan siz kamera dert kurtarmak Galaxy Alpha kamera gelişmişözelliklere dilemek çekmek çerçevelemek yaratmak fotoğraf iyi Samsung arkadaş bu fotoğraf kamera çekmek etmek mod kullanin özellik ekranmak daha daha anlam Samsung pil bitmek telefon özellik kullanmak kılmak çözüm gelişmek Galaxy Alpha Samsung Galaxy ste Güç tasarruf mod pil azalmak daha telefon kullanmak tarayiciylagelişmiş Galaxy Alpha sağ Alpha taramak istemek hesap ulaşmak erişim sağlamak parola hafıza değil parola korumak site oturum iz kullanmak dosya mod iz saklamak izin içerik görüntülemek hizi Ölçer Health form Kali Galaxy Alpha Ölçer hız egzersiz Koç üst Health egzersiz etmek ve hedef Gerçek üst çıkmak siz motive giymek aksesuar Tarzi tamamlayin Galaxy Alpha üst güven sağ Alpha taramak istemek hesap ulaşmak siz erişim sağlamak ve parola hafıza değil parola korumak site oturum parmak iz kullanmak dosya özel mod parmak iz saklamak izin içerik görüntülemek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6786,distribütör hafız gb Mp iphone Plus Space Gray,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7331,boyut Mm anakart itx microatx atx atx Xl atx Full Tower materyal yuva yuva yuva soğumak üst opsiyonel x Cm P genişlemek panel xusb x Usb kulak mikrofon fa bu toplam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7409,ay,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7412,ay,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
